tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,class
14,13,31,6,2,13,6,3,12,6,3,14,25,14,18,28,18,25,27,7,13,1,25,27,19,12,6,3,12,3,13,31,6,2
14,14,6,14,25,14,14,7,12,28,18,1,28,36,18,28,25,19,12,3,12,12,28,6,3,12,28,20,3,12,18,28,6,2
3,7,12,12,32,29,12,13,31,7,13,6,12,6,3,12,12,12,3,12,6,3,12,12,32,6,2,12,13,31,6,3,12,2
12,6,6,25,2,25,2,13,6,3,12,1,18,31,30,6,7,13,3,12,20,20,3,12,32,30,3,12,7,6,3,13,31,2
6,14,4,28,3,12,6,12,13,28,6,13,6,3,12,3,7,12,32,20,27,7,12,6,13,6,3,12,4,28,12,6,14,2
6,14,3,7,12,28,3,12,6,3,12,6,13,28,18,25,27,18,20,25,3,12,18,28,18,25,3,7,12,6,2,13,25,2
3,12,6,3,13,18,11,27,20,1,7,14,32,7,13,6,13,31,6,4,31,20,6,2,6,18,28,6,3,12,0,0,0,2
6,14,3,12,28,19,12,6,3,7,12,18,32,20,25,3,12,12,13,6,3,12,18,32,30,20,20,25,27,2,13,25,27,2
18,3,12,28,6,18,28,18,2,13,25,27,19,12,1,18,32,6,18,32,8,13,25,29,6,3,12,32,19,12,18,32,3,2
3,12,6,3,12,6,14,28,3,12,6,3,12,1,28,18,3,12,28,18,6,3,7,12,17,1,28,19,12,25,13,1,12,2
13,28,13,6,3,12,1,3,12,12,28,25,3,12,3,12,28,13,6,3,13,28,6,6,3,12,1,6,18,28,7,4,32,2
3,12,28,19,12,6,14,6,2,1,18,28,3,12,20,18,32,3,7,12,6,3,12,6,14,25,27,30,6,6,3,12,3,2
12,6,3,12,28,25,3,12,20,6,3,12,3,12,28,7,1,28,3,12,25,3,13,6,3,13,12,18,28,6,18,32,3,2
7,12,6,14,1,6,18,32,20,27,18,20,18,32,3,12,6,3,22,7,13,6,19,12,6,3,12,6,3,7,12,28,30,2
3,12,28,3,12,6,3,12,6,14,6,12,34,32,20,3,12,17,12,1,12,28,19,6,1,28,19,14,3,12,20,28,6,2
3,12,28,3,20,7,12,3,12,28,6,7,7,25,27,20,2,13,1,20,18,28,2,2,2,1,20,2,13,3,12,28,20,2
3,12,12,1,20,18,32,3,12,3,12,28,3,7,14,14,14,1,18,20,32,3,14,6,19,12,0,0,0,0,0,0,0,2
7,13,6,3,12,6,14,11,27,3,12,12,2,7,13,28,30,6,3,12,6,3,12,3,2,13,28,19,13,6,3,12,1,2
2,6,18,31,25,3,7,12,6,3,12,2,20,28,20,6,6,3,12,3,7,12,18,28,3,7,13,6,3,12,11,27,3,2
3,12,32,20,6,12,13,3,12,6,13,13,1,7,13,28,3,12,6,13,18,31,18,20,6,3,7,12,1,18,32,3,12,2
6,13,6,13,1,3,12,12,1,3,13,11,27,3,12,12,6,3,12,30,3,12,3,12,32,30,3,14,14,14,3,12,32,2
7,12,3,7,7,12,28,3,12,12,29,7,13,6,13,33,31,3,14,3,12,28,6,12,30,6,13,0,0,0,0,0,0,2
3,7,12,1,12,28,3,12,25,27,19,2,13,18,32,19,12,6,3,12,6,3,12,3,12,32,7,6,29,12,18,32,7,2
7,1,3,12,32,7,18,32,6,3,12,32,20,6,18,32,20,20,18,32,3,12,6,3,12,12,1,30,6,12,6,18,32,2
12,28,3,7,12,6,3,14,12,12,3,12,32,3,7,12,6,12,25,27,13,18,32,3,12,6,18,32,34,32,6,18,1,2
3,7,20,18,32,12,6,3,7,12,7,13,1,3,12,6,3,12,18,28,3,7,12,6,3,13,1,19,13,28,7,18,28,2
3,14,14,14,32,3,7,12,12,18,32,12,6,2,13,6,6,3,12,18,32,3,7,12,33,32,2,12,12,3,9,12,32,2
3,12,3,13,28,7,6,3,7,12,3,11,27,12,21,7,1,3,13,11,27,6,19,12,6,13,3,12,17,12,28,6,3,2
3,7,12,12,28,29,6,14,36,18,28,23,3,12,3,12,6,3,12,28,2,13,7,1,3,12,28,30,6,18,3,12,28,2
6,18,28,29,25,27,19,12,1,2,13,28,30,1,18,28,20,27,20,1,18,28,20,6,3,12,18,28,18,2,13,18,28,2
3,7,12,28,3,12,6,3,12,18,28,18,1,19,12,28,3,12,18,28,7,6,4,28,13,6,18,36,18,28,18,18,28,2
12,18,28,2,2,6,12,12,3,12,28,3,12,3,12,28,3,12,20,6,12,1,28,18,3,12,13,31,6,14,13,28,3,2
6,14,12,28,7,13,7,13,28,3,14,28,6,13,6,3,7,12,3,14,28,3,12,6,2,6,14,14,17,7,13,14,14,2
17,12,28,7,15,6,14,14,13,28,6,14,17,13,6,14,3,13,28,7,6,14,14,17,12,18,28,6,18,6,18,28,20,2
25,27,3,12,6,3,12,18,28,25,27,6,14,2,6,3,13,28,6,3,28,3,12,30,6,3,7,12,20,3,12,6,7,2
15,31,34,14,14,28,2,6,18,28,6,18,32,6,3,12,11,27,14,14,17,12,6,14,18,32,6,3,14,15,20,28,3,2
3,12,28,29,3,7,12,6,14,36,2,13,28,3,13,6,7,13,3,12,1,3,12,28,25,27,3,12,1,18,31,3,7,2
1,20,28,3,12,3,12,28,20,7,3,2,13,30,20,13,6,18,18,28,20,30,12,28,30,1,3,12,20,28,3,13,0,2
3,12,28,29,25,27,23,19,12,36,18,20,28,3,12,3,12,28,29,1,28,3,12,12,3,7,12,28,25,27,6,3,12,2
20,12,28,3,12,1,27,13,27,14,28,28,3,12,6,3,12,1,28,25,27,3,12,3,12,6,3,12,28,20,25,27,1,2
13,28,29,3,12,12,13,6,18,28,3,13,6,14,18,31,30,2,13,6,14,14,14,12,25,3,13,28,6,18,28,29,6,2
12,1,12,7,13,28,3,14,6,3,14,25,27,19,12,13,20,31,7,12,18,31,6,18,11,27,18,27,7,12,6,3,12,2
3,12,12,28,6,3,7,12,12,12,6,14,3,12,28,7,6,13,6,3,12,6,3,12,7,13,28,1,2,8,28,30,3,2
12,28,12,6,12,36,3,14,12,29,6,14,3,14,14,14,33,32,14,17,14,14,6,13,28,12,6,3,12,0,0,0,0,2
6,14,3,12,28,29,3,12,12,12,4,28,3,12,1,3,12,28,3,12,3,12,28,25,3,12,33,28,13,6,3,13,2,2
13,6,14,11,20,12,3,12,6,3,12,17,7,14,13,1,3,14,14,13,31,3,7,12,6,3,12,25,27,8,6,3,7,2
7,12,3,7,12,28,3,12,12,3,12,28,3,12,14,3,12,6,3,12,28,3,12,29,6,3,12,12,1,18,28,3,12,2
6,12,25,3,12,20,6,3,3,7,12,28,7,3,12,1,28,6,3,12,18,28,3,12,6,3,12,12,12,20,28,3,12,2
1,28,23,6,18,3,12,28,25,27,3,12,3,12,6,12,6,3,12,1,3,12,28,20,27,18,1,28,6,3,12,6,6,2
13,33,32,6,2,7,13,14,12,28,6,18,28,3,12,6,18,11,27,21,7,20,6,18,32,20,20,0,0,0,0,0,0,2
6,14,14,12,28,23,3,7,14,12,12,18,28,13,6,3,12,6,14,6,3,12,3,7,12,12,28,25,3,12,6,3,12,2
3,7,12,28,6,3,12,7,13,1,28,18,27,3,6,3,9,13,6,7,7,12,17,14,13,28,23,6,3,12,28,30,25,2
27,7,1,20,7,18,28,12,6,3,12,12,6,3,7,12,18,28,2,13,29,7,13,6,14,3,12,28,1,28,6,18,28,2
3,12,28,7,1,13,28,18,6,3,12,1,28,18,12,19,12,28,6,12,28,7,6,19,12,28,29,20,18,28,20,7,1,2
18,28,29,18,28,3,12,6,3,12,6,19,12,6,19,12,1,28,18,6,3,12,17,19,12,28,3,12,6,19,12,1,28,2
18,25,3,13,25,27,19,13,15,28,3,12,7,1,28,6,19,12,28,3,7,12,12,18,28,3,12,1,18,32,20,29,21,2
14,14,28,30,6,3,7,14,6,14,6,3,12,6,2,18,32,3,9,12,6,3,12,17,12,3,12,12,28,12,6,3,14,2
14,6,2,13,13,1,12,13,28,3,12,6,19,12,14,28,6,18,11,27,12,1,12,18,20,28,13,6,14,17,14,5,14,2
3,12,12,32,29,12,6,2,7,13,14,14,1,14,13,6,6,3,12,30,6,3,12,6,14,4,28,2,13,1,20,25,2,2
13,29,12,3,32,3,12,17,7,12,2,12,28,6,18,11,27,20,1,18,20,31,25,27,25,3,12,25,27,18,29,6,3,2
3,12,6,14,28,3,7,12,6,3,9,12,6,3,12,19,12,32,2,13,33,32,20,6,2,13,18,32,6,18,32,19,13,2
29,13,1,29,12,12,32,7,20,13,31,18,3,12,7,36,13,31,18,25,27,7,3,7,12,20,32,6,3,12,32,3,9,2
12,6,3,12,12,6,12,32,25,27,18,3,11,27,3,7,12,3,12,32,6,20,13,31,6,19,12,19,12,12,32,3,20,2
3,12,32,6,3,7,12,6,3,14,19,12,32,14,1,18,28,12,6,2,7,25,27,18,28,3,12,25,27,25,27,6,18,2
28,25,27,6,19,7,13,14,28,7,6,18,11,20,27,3,13,1,13,6,7,13,18,28,25,27,25,27,20,6,19,2,18,2
13,6,13,30,6,14,6,12,18,20,28,3,12,6,14,14,14,18,32,3,9,7,12,6,2,20,12,13,31,6,8,13,6,2
4,32,3,12,6,3,12,6,3,7,12,12,12,6,12,3,12,28,30,25,7,14,6,3,14,14,6,14,14,14,28,3,12,2
6,19,12,12,12,7,12,18,28,6,3,12,17,17,3,13,28,25,27,6,3,13,6,12,12,6,12,14,13,13,31,25,27,2
13,6,3,12,6,14,28,23,19,12,12,1,3,7,12,18,18,28,20,7,6,13,28,25,27,18,27,14,17,18,32,2,13,2
7,2,13,3,7,12,3,12,28,36,7,3,12,6,12,32,6,3,12,18,11,27,25,12,13,13,28,3,12,6,3,7,12,2
3,7,12,33,28,30,6,2,6,3,7,14,14,32,30,30,3,12,32,6,3,12,6,13,1,18,32,29,30,20,18,32,6,2
3,14,14,3,32,3,12,6,12,6,2,2,7,13,20,6,14,13,28,3,13,30,6,3,7,14,14,6,13,6,3,13,31,2
13,6,13,30,6,14,18,28,25,27,3,7,12,14,14,18,11,20,27,6,3,7,12,6,18,32,12,13,18,28,13,6,3,2
12,6,19,12,1,13,1,18,20,28,18,3,13,28,3,12,25,27,6,6,3,12,3,12,28,25,19,13,6,29,25,3,12,2
3,14,14,14,28,25,3,7,12,6,14,2,1,32,6,25,14,2,14,14,3,7,12,6,14,14,28,6,18,28,3,20,7,3
14,14,14,6,3,12,6,7,13,29,23,7,13,6,3,14,14,14,4,31,7,12,1,7,13,20,20,14,32,29,25,27,3,3
7,12,33,32,20,20,3,13,12,3,7,12,32,20,29,12,13,1,13,31,6,8,1,8,7,13,31,29,30,0,0,0,0,3
3,7,12,28,6,29,6,3,12,6,3,12,12,6,14,7,14,20,20,6,3,12,28,30,30,6,3,12,18,28,25,27,25,3
3,12,34,28,20,30,25,27,20,18,20,28,20,6,14,14,17,14,3,12,28,6,20,7,13,31,29,3,12,17,12,0,0,3
14,14,14,32,30,3,7,6,3,7,7,12,3,12,28,3,7,12,25,27,12,6,7,13,25,3,12,1,25,27,3,12,6,3
3,14,14,14,6,3,12,13,28,3,12,6,3,13,6,14,1,18,28,18,18,28,23,2,13,25,27,3,7,12,3,12,28,3
36,3,12,32,18,20,28,6,6,3,12,3,12,11,20,27,29,1,29,20,12,18,11,20,27,19,12,6,2,12,25,3,1,3
36,13,31,6,18,11,27,25,27,13,1,18,11,27,7,13,3,7,12,25,13,32,3,12,6,2,12,6,19,7,12,3,7,3
13,31,3,12,1,25,12,19,12,6,12,3,12,32,25,27,12,1,27,6,12,13,25,27,7,1,7,12,13,0,0,0,0,3
13,6,3,12,28,7,13,25,27,3,12,6,13,28,29,18,3,14,14,14,17,14,28,3,12,6,3,12,25,27,3,13,31,3
3,14,14,12,28,3,12,34,28,12,18,28,30,25,3,12,6,18,28,18,23,36,18,28,20,20,18,28,25,27,18,25,3,3
7,12,2,13,20,14,3,12,34,20,28,19,12,28,3,14,12,3,2,13,28,13,1,31,29,25,27,6,13,1,20,7,12,3
36,18,31,3,12,18,31,30,25,29,6,3,7,12,6,3,12,12,1,6,2,7,12,3,12,20,20,32,13,3,12,6,14,3
32,30,13,6,3,12,18,28,3,6,19,7,13,6,13,25,13,3,28,3,12,25,27,3,12,12,3,12,6,3,14,12,12,3
28,6,18,31,30,25,29,20,3,7,12,6,3,29,12,27,7,14,3,12,17,22,7,12,1,18,32,6,18,11,27,20,30,3
2,6,3,12,17,22,7,13,20,3,6,14,17,13,31,6,18,32,6,3,7,2,6,18,28,6,6,18,18,32,20,3,12,3
12,18,32,20,27,6,18,32,3,12,1,3,7,12,14,17,12,32,3,12,18,20,32,7,6,19,13,11,27,21,7,6,7,3
3,12,28,1,2,13,28,30,6,3,12,12,28,13,6,14,14,13,28,6,3,12,28,3,7,12,6,14,14,28,3,12,1,3
28,29,23,13,17,3,12,20,28,23,1,28,29,1,13,28,18,23,3,7,12,6,3,12,28,7,14,12,14,14,34,28,6,3
14,17,7,12,14,14,28,3,12,25,3,7,12,30,25,3,12,6,14,14,14,6,14,14,14,28,2,13,20,14,28,6,19,3
12,28,3,29,12,1,18,11,27,30,29,3,13,6,18,28,6,19,13,3,12,12,13,31,13,2,13,1,7,13,3,7,32,3
3,12,13,33,13,28,30,29,6,13,13,28,2,28,23,6,34,18,28,3,12,32,3,12,6,3,2,2,12,25,14,29,3,3
13,6,7,13,3,6,3,12,28,30,20,25,27,14,14,18,28,12,6,3,12,1,3,12,28,25,27,12,25,27,12,3,2,3
7,12,6,14,14,28,30,6,7,13,2,13,1,13,28,12,6,29,23,9,6,3,13,6,19,13,0,0,0,0,0,0,0,3
3,12,12,6,14,28,19,12,6,3,12,25,27,13,13,1,7,13,6,29,6,12,11,27,3,12,6,12,4,32,3,12,6,3
13,1,3,12,6,12,6,19,13,3,31,20,3,13,6,18,31,25,27,6,3,12,6,29,3,12,6,12,13,1,3,2,12,3
3,12,28,3,7,12,6,3,12,12,6,18,20,32,6,3,12,12,12,1,12,12,2,12,28,6,3,12,6,3,13,28,18,3
1,28,19,12,13,34,28,3,12,28,6,18,31,6,18,31,20,30,23,6,12,3,12,13,1,12,12,31,20,7,1,3,12,3
13,6,3,14,14,14,14,28,3,12,6,13,6,3,12,28,30,1,20,18,28,30,25,27,23,3,12,20,13,6,6,25,2,3
13,30,29,23,3,7,7,6,3,13,6,13,29,12,3,28,3,7,13,1,20,28,18,6,13,28,7,0,0,0,0,0,0,3
6,14,14,14,3,7,12,6,7,28,7,25,3,7,12,30,14,3,13,34,28,6,7,13,30,6,3,12,13,6,3,12,1,3
20,3,9,28,3,12,28,6,3,13,29,2,13,1,29,2,8,13,28,29,6,3,7,13,33,11,27,30,6,3,12,6,2,3
13,28,25,27,19,12,2,12,28,6,36,18,11,27,25,3,12,6,3,12,12,3,13,11,27,1,27,18,18,28,6,6,3,3
2,13,20,13,28,3,12,30,14,1,18,20,28,6,18,28,6,3,12,3,12,30,14,28,18,3,12,12,32,6,14,28,3,3
7,12,6,3,7,13,28,30,29,6,18,14,17,12,28,13,1,14,28,6,18,3,7,12,3,12,12,28,6,3,12,28,3,3
12,6,12,20,6,13,29,25,27,18,18,32,6,14,28,14,27,6,14,28,30,3,7,12,17,18,28,6,20,14,32,20,3,3
13,28,3,9,7,13,6,6,14,6,14,29,23,6,3,2,13,29,3,13,20,7,13,13,28,18,6,3,12,6,3,14,12,3
6,3,12,6,14,1,18,31,7,12,6,3,9,7,13,6,14,14,14,20,28,3,13,6,14,2,6,7,12,6,3,12,28,3
30,25,27,13,29,7,13,13,28,3,12,29,12,33,32,3,12,33,11,27,20,7,12,25,27,3,7,12,1,3,2,12,6,3
3,12,13,20,28,3,13,1,3,12,6,3,12,12,6,3,7,14,6,14,13,20,31,6,3,7,12,11,27,19,12,6,7,3
13,28,3,12,6,14,14,6,12,1,20,18,32,23,19,13,6,3,7,12,19,12,28,6,18,28,20,7,6,18,28,3,7,3
13,1,3,13,1,13,6,19,12,18,28,20,20,6,3,12,28,6,3,12,20,28,3,12,13,28,3,12,17,6,19,12,1,3
12,6,29,3,32,20,30,6,7,12,3,12,17,12,6,12,32,6,3,7,12,6,13,33,9,13,31,12,6,13,0,0,0,3
13,6,13,31,30,29,14,3,7,12,6,12,6,3,7,7,7,12,6,14,33,32,30,6,3,14,6,14,6,6,3,12,6,3
13,34,31,12,20,3,7,13,28,6,13,34,28,30,25,27,3,12,3,7,12,14,14,28,29,3,13,6,13,6,2,14,14,3
3,12,6,3,12,12,6,3,7,28,18,28,20,32,3,8,6,19,13,31,30,30,20,7,6,14,14,18,31,20,27,6,13,3
3,12,32,3,7,7,12,6,3,7,12,6,14,6,3,12,6,12,6,14,2,2,4,31,6,7,13,6,7,12,3,12,6,3
14,3,13,31,3,7,12,6,2,2,13,3,12,32,3,7,13,6,14,14,1,14,14,33,32,3,9,12,6,20,2,12,6,3
3,12,28,3,7,12,12,6,3,12,6,14,14,12,28,6,18,28,6,20,7,12,36,13,28,18,18,28,20,7,28,30,1,3
12,13,1,28,6,12,3,14,14,14,14,33,28,18,32,29,3,12,25,27,13,6,3,12,18,31,6,3,7,12,11,27,3,3
14,28,19,9,12,3,12,12,14,6,18,28,13,29,3,12,6,19,7,18,32,29,3,14,12,12,6,7,13,3,14,12,11,3
27,14,13,6,3,12,29,3,14,14,12,12,12,28,25,3,14,13,7,12,6,12,25,14,14,17,30,12,12,14,14,32,30,3
3,12,6,14,28,12,18,28,20,6,2,6,34,18,32,25,27,3,12,14,14,32,30,3,7,2,13,29,25,27,23,34,3,3
7,7,12,28,6,28,27,18,3,12,3,12,32,34,32,6,3,7,12,12,6,6,7,12,6,18,28,29,23,14,6,7,14,3
18,32,6,4,28,12,6,18,6,3,12,1,32,6,18,28,3,12,6,12,6,13,9,13,31,36,18,31,14,17,12,1,3,3
7,1,31,30,20,2,13,6,14,20,6,14,17,14,1,14,14,14,32,29,25,27,20,36,3,14,11,27,30,0,0,0,0,3
14,13,28,7,14,14,6,18,28,3,12,6,18,28,6,3,12,6,3,12,1,12,13,14,28,6,18,28,3,6,18,28,3,3
12,6,18,6,14,3,7,12,28,12,6,3,12,1,12,6,12,6,12,28,20,27,3,12,18,28,18,25,27,6,12,6,19,3
3,7,14,12,32,30,3,7,12,6,14,20,25,27,3,12,6,3,7,12,12,18,28,20,29,3,12,1,20,28,6,18,28,3
20,20,21,18,28,6,18,28,3,12,6,29,6,34,18,32,6,3,13,11,27,3,12,18,20,32,18,13,6,29,3,7,13,3
20,20,6,6,18,11,27,6,3,15,6,2,6,19,12,12,3,12,32,6,13,11,27,30,6,19,12,1,27,12,6,34,18,3
13,20,28,3,7,12,6,14,18,32,20,7,6,18,28,25,27,18,6,12,25,27,3,12,3,7,12,32,20,2,6,3,22,3
7,12,6,14,32,31,6,18,32,3,12,6,14,14,34,28,14,6,2,13,6,2,13,20,15,11,27,3,12,17,13,1,27,3
25,27,14,3,7,12,14,3,14,14,28,6,14,17,14,14,6,14,14,13,28,3,7,12,1,18,28,18,2,13,25,27,3,3
7,12,6,3,7,12,14,28,13,1,13,36,18,28,18,3,14,14,20,28,25,27,23,12,13,25,12,0,0,0,0,0,0,3
13,6,14,3,7,12,28,30,36,18,28,6,19,7,12,28,12,3,7,13,28,20,30,3,12,6,3,12,20,13,28,20,27,3
6,3,12,28,7,1,20,20,20,28,18,28,6,3,12,28,7,20,6,19,7,12,12,3,12,28,30,6,3,12,6,12,12,3
3,7,14,12,30,14,32,3,7,12,25,2,7,12,12,6,3,14,14,6,3,14,18,11,27,30,29,1,29,3,6,18,3,3
12,28,30,6,14,2,1,12,28,23,12,36,19,12,28,18,14,32,3,7,12,25,13,33,31,29,1,12,3,7,12,32,3,3
12,3,12,31,12,25,27,6,18,20,32,3,12,6,12,6,18,31,20,7,6,19,12,14,32,30,30,6,20,6,7,13,18,3
13,30,6,3,12,12,6,13,1,13,6,14,31,7,25,3,6,18,31,6,12,12,6,13,13,31,19,13,25,3,12,25,27,3
18,6,3,12,1,25,27,18,6,12,6,29,7,12,13,29,6,3,12,1,27,12,13,6,3,7,12,3,12,12,28,6,6,3
18,31,3,12,18,31,25,27,6,18,27,18,6,12,27,18,1,28,18,20,3,32,30,20,21,6,3,12,6,3,12,12,13,3
31,6,3,22,7,13,31,13,7,13,1,13,3,7,12,13,6,2,14,13,33,32,3,12,33,11,20,27,18,3,12,6,3,3
6,14,14,3,12,12,1,3,7,12,12,28,3,12,6,3,12,6,3,12,3,12,28,3,12,6,14,1,14,14,28,30,6,3
3,12,18,28,20,30,23,6,3,12,6,19,13,1,13,6,3,12,12,3,28,6,19,12,28,3,12,6,3,2,13,28,20,3
7,1,3,12,28,6,18,33,28,6,3,7,12,12,29,30,14,1,12,31,6,3,12,1,3,6,3,13,28,7,25,27,23,3
3,12,6,3,12,28,6,7,12,3,12,12,1,3,7,12,12,28,20,29,23,6,3,13,28,6,3,12,0,0,0,0,0,3
14,14,3,12,34,32,6,12,12,13,28,3,7,12,6,3,12,6,3,12,12,6,14,13,28,18,6,12,12,1,7,12,6,3
19,12,3,7,12,28,3,7,12,6,7,20,6,3,12,25,27,6,14,28,6,13,14,28,6,3,22,7,12,28,25,27,18,3
20,6,3,12,6,13,6,19,7,12,18,28,2,13,6,3,7,12,1,18,32,29,6,29,6,13,6,3,12,25,27,18,0,3
14,28,6,3,13,6,3,7,12,36,3,20,30,6,3,12,6,3,12,1,28,20,20,6,3,12,28,30,6,3,12,13,11,3
27,30,29,20,6,18,6,12,3,12,11,20,27,30,29,3,12,6,18,28,25,27,1,18,28,23,3,12,3,12,20,20,30,3
14,33,13,11,27,1,3,7,12,1,3,7,12,28,3,12,6,12,6,13,36,18,28,6,18,28,7,13,6,18,32,20,2,3
13,7,18,32,3,9,7,12,25,27,7,13,13,28,6,18,11,20,27,20,7,8,13,7,6,14,1,14,3,13,20,28,3,3
13,36,3,12,28,6,12,6,3,12,29,3,12,3,12,6,14,14,33,28,18,25,27,3,8,12,18,31,20,20,27,36,3,3
3,12,6,13,30,6,7,12,7,12,28,3,12,6,14,18,28,3,12,17,7,12,29,12,2,13,6,2,7,7,13,6,3,3
12,30,6,3,12,12,3,12,28,2,13,25,27,19,2,13,6,20,25,3,12,6,7,13,28,3,9,13,6,3,13,29,19,3
3,14,14,12,6,14,28,14,32,20,3,9,7,12,6,3,12,19,13,28,29,18,25,27,2,13,7,1,18,28,3,12,6,3
3,12,6,2,12,18,32,20,6,2,13,1,2,13,20,3,12,28,6,14,11,27,20,3,12,12,6,3,7,12,0,0,0,3
13,1,13,6,14,17,14,14,28,29,14,14,3,7,12,6,14,36,18,28,20,3,12,6,12,28,3,12,1,3,12,6,7,3
1,7,28,3,12,6,9,2,13,28,30,6,2,29,30,20,6,12,13,14,1,7,12,6,14,14,28,3,12,7,12,0,0,3
14,14,3,7,12,12,28,19,13,6,18,28,3,12,25,27,23,3,12,18,32,6,3,12,12,12,19,7,12,32,29,13,29,3
3,7,12,6,3,2,7,12,18,28,3,12,29,13,31,6,14,12,6,12,33,20,32,18,2,6,12,17,1,27,3,12,6,3
6,2,3,12,6,3,12,6,14,28,6,3,12,3,20,30,3,12,6,3,12,1,3,12,20,28,20,7,6,3,7,12,3,3
3,7,12,28,6,3,7,12,6,14,1,27,20,7,6,18,11,20,27,3,12,20,6,3,12,25,27,18,20,28,23,1,27,3
23,6,3,7,7,12,14,20,28,3,7,12,14,13,31,20,7,20,21,20,6,7,12,1,31,2,6,3,7,13,6,14,18,3
31,30,6,3,14,14,6,3,14,6,14,17,14,12,6,7,15,13,28,3,12,20,6,2,13,6,12,1,29,20,2,13,1,3
14,14,32,30,3,12,6,14,6,2,13,29,19,3,7,12,12,18,28,36,7,18,28,6,18,7,12,6,18,28,20,30,18,3
6,13,31,6,18,32,20,7,1,32,18,27,12,20,3,2,20,28,30,6,19,12,18,32,7,6,19,12,1,32,29,25,27,3
6,3,2,14,28,3,2,12,2,13,7,12,12,6,3,12,12,12,6,14,6,3,7,2,6,13,18,28,6,18,28,20,7,3
12,6,18,20,28,25,27,18,30,18,28,20,30,25,27,23,6,3,12,28,7,1,32,30,25,27,6,12,6,14,0,0,0,3
3,12,33,32,6,7,13,13,28,2,7,13,6,12,6,2,1,2,7,13,28,12,6,18,1,7,13,28,3,6,18,7,14,3
14,28,3,12,6,34,18,11,27,6,6,3,7,12,28,3,12,14,3,12,6,3,7,29,19,12,32,6,12,8,6,13,20,3
30,4,32,20,3,14,12,6,12,33,32,13,8,6,2,12,3,12,6,3,12,11,27,7,13,6,18,28,3,14,0,0,0,3
3,7,12,6,3,14,14,28,25,27,25,3,12,17,12,25,27,3,7,12,12,14,3,12,28,18,7,12,6,7,7,12,34,3
28,25,27,18,25,3,12,6,3,12,28,3,7,13,28,19,13,25,27,19,12,3,7,12,11,27,3,13,6,3,12,17,12,3
6,12,1,3,12,6,3,12,1,3,12,12,3,12,32,30,3,6,12,1,13,1,27,13,31,7,6,18,31,2,13,14,13,3
14,28,3,12,6,14,14,6,14,6,3,7,12,6,14,17,14,14,6,14,2,13,11,27,7,1,7,7,12,7,6,7,13,3
13,28,14,14,25,27,3,14,14,12,6,12,6,3,13,6,13,34,28,6,3,12,18,28,3,12,6,3,14,1,18,28,3,3
3,7,12,6,3,14,32,30,3,7,12,6,3,12,14,28,30,6,2,13,1,2,13,33,28,3,13,6,3,7,12,3,12,3
28,30,25,3,12,6,14,17,12,4,28,7,13,33,28,1,13,29,6,6,3,12,6,19,12,3,28,12,20,7,6,3,12,3
13,25,3,13,6,3,7,7,12,18,28,3,7,12,6,12,2,6,3,13,6,3,7,12,28,6,3,12,28,20,7,3,22,3
7,12,28,3,12,6,3,2,13,6,3,13,28,12,6,3,18,28,6,3,12,11,27,30,20,2,13,6,3,12,13,28,14,3
6,18,28,6,6,12,14,14,28,20,6,3,14,14,6,2,13,3,7,28,3,7,12,12,6,18,28,13,25,27,23,14,17,3
33,3,12,6,3,7,12,20,28,6,12,28,19,12,6,3,2,13,18,28,6,7,13,28,30,6,1,28,20,30,18,36,3,3
13,6,3,14,17,14,14,28,25,27,19,13,3,12,13,18,28,3,12,1,3,12,12,6,12,6,3,7,13,6,3,13,28,3
3,12,14,3,14,28,3,12,3,7,12,12,28,3,12,12,12,6,12,25,27,8,12,6,3,13,17,13,1,25,27,1,27,3
18,3,12,32,12,6,3,14,14,33,32,3,12,6,3,12,17,9,12,1,12,13,3,12,32,13,6,6,2,13,1,2,2,3
6,14,3,12,12,6,3,12,6,14,28,3,12,12,6,3,12,1,28,18,23,18,28,6,18,28,7,1,28,6,18,28,7,3
6,12,6,18,28,3,12,18,28,3,12,25,27,34,28,7,1,28,3,7,12,6,3,12,6,3,12,18,28,6,3,7,12,3
28,20,20,20,7,7,12,31,29,25,27,6,3,12,32,6,29,14,14,34,28,6,3,12,6,14,6,14,12,28,19,12,14,3
14,6,12,6,19,12,19,12,32,6,3,12,32,20,7,25,27,29,17,12,1,13,31,29,19,13,31,0,0,0,0,0,0,3
3,12,6,7,13,28,3,12,6,3,12,3,12,32,20,36,1,13,28,3,12,1,7,13,6,3,12,29,20,6,3,12,3,3
7,12,12,28,30,25,3,12,12,28,3,12,14,17,33,28,20,30,25,3,7,7,12,1,30,6,3,12,3,12,28,25,6,3
13,6,13,1,12,13,28,25,3,14,14,14,6,14,25,12,14,12,32,3,12,1,13,6,12,6,3,6,3,12,3,13,28,3
6,2,14,2,13,1,29,13,14,29,32,20,30,6,14,6,13,30,7,7,12,6,4,28,20,7,13,3,20,28,3,12,2,3
12,28,6,18,28,7,12,1,6,18,28,3,7,12,3,12,28,6,19,12,28,20,18,28,7,1,7,12,3,13,11,12,20,3
