Doc_ID,TAGS,CLASS
132,"NNS,VBD,RP,DT,NNS,IN,JJ,NNS,DT,IN,DT,PRP,VBD,NNP,PRP,VBD,NN,IN,DT,NN,TO,VB,NN,TO,VB,PRP,VBD,DT,CD,JJ,NN,IN,NNP,RB,NNS,VBD,PRP,IN,DT,JJ,CD,NNS,CC,NNS,VBD,NN,IN,DT",2
133,"DT,NN,IN,DT,NN,IN,NNP,VBD,PRP$,NN,IN,DT,NNS,VBD,CD,NNS,IN,NNS,CC,DT,CD,PRP,VBD,DT,IN,DT,TO,VB,DT,JJ,NN,IN,DT,NN,DT,NN,VBZ,TO,VB,PRP$,NNS,CC,NNS,VBP,IN,NN,MD,VB,DT,NN,IN,CD,NN,VBZ,DT,NN,IN,DT,NNS,PRP,RB,VBD,IN,PRP,VBZ,PRP$,DT,NNS,RB,VBP,IN,RB,IN",2
134,"DT,NNP,NNP,NNP,NNP,VBD,VBG,TO,VB,VBN,IN,NNP,IN,NNP,NNP,NNP,CC,PRP,VBD,TO,VB,DT,CD,NN,NNS,VBD,RB,JJ,IN,NNS,MD,RB,NNS,IN,NNS,VBD,IN,DT,DT,IN,PRP,VBD,CC,VBD,DT,IN,NNS,VBD,RBR",2
135,"IN,NNP,DT,NN,IN,NN,VBD,JJ,TO,DT,JJ,DT,NNS,RB,VBD,IN,JJ,NNS,CC,VBD,IN,DT,CC,RB,DT,JJS,DT,NN,VBD,RB,IN,DT,VBD,CD,CC,VBD,CD,NNS,VBD,IN,JJ,NNS,WP,MD,VB,IN,CD,NNS,VBD,TO,CD,NN,VBD,IN,PRP,VBD,TO,DT,NN,IN,DT,CC,DT,NN,VBD,PRP,CC,VBD,PRP,VBD,IN,RB,DT,NN,VBD,RB,TO,CC,WP,MD,PRP,VB",2
136,"CD,NNS,NNS,VBD,DT,NN,CC,PRP,RB,IN,PRP,VBD,IN,DT,DT,NN,VBD,DT,NN,NN,VBZ,IN,DT,NN,VBD,DT,JJ,NN,TO,VB,RB,IN,JJ,DT,NN,VBD,NNS,CC,DT,NN,VBN,IN,PRP,IN,DT,JJ,DT,NN,NN,VBD,IN,DT,NN,VBD,DT,CC,PRP,VBZ,IN,DT,NN,VBD,DT,NN,NN,IN,PRP,VBD,DT,PRP,VBD,IN,RB,DT,NN,VBZ,RB,IN,DT,NN,PRP,VBZ,IN,PRP,CC,NNS,IN,PRP,VBP,RB,JJ",2
137,"DT,JJS,JJ,NNS,IN,NNP,VBP,VBN,VBN,IN,EX,VBP,RB,CD,JJ,NNS,IN,NNS,IN,VBP,JJR,CC,PRP,VBP,IN,NNS,VBD,JJ,NN,IN,DT,NNS,CC,VBD,DT,CD,NN,IN,DT,NNS,CC,NN,VBD,VBN,IN,DT,NN,NN,IN,DT,JJ,NNP,IN,NNS,VBP,IN,JJS,IN,DT,NNS,VBP,EX,VBD,IN,JJS,CD,NNS,IN,JJ,NNS,VBP,RB,NNS,VBP,IN,DT,NN,MD,VB,PRP$,NN,IN,JJ,NN,IN,NNP,CC",2
138,"NNS,VBD,DT,NN,IN,NNP,NNP,IN,CC,RB,PRP,VBZ,IN,DT,JJ,PRP$,NN,VBD,IN,PRP,VBD,RB,IN,DT,NN,VBD,PRP$,DT,JJ,NNS,CC,DT,NN,VBD,IN,DT,NN,VBD,JJ,IN,DT,CC,IN,PRP,VBZ,NNS,RB,VBP,DT,NN,IN,PRP$,NN,CC,NN,IN,PRP$,NN,VBZ,JJ",2
139,"NNP,VBZ,DT,JJ,NN,IN,PRP,VBZ,VBN,IN,DT,JJ,JJ,NN,IN,WDT,VBZ,VBN,IN,DT,NNP,IN,EX,VBZ,DT,NN,IN,JJ,NNS,IN,DT,NN,WP,VBP,VBN,RB,PRP,VBD,IN,NNS,WP,VBD,TO,VB,DT,DT,JJ,NN,VBD,VBG,DT,NNS,IN,DT,NN,IN,DT,NN,NN,IN,DT,JJ,VBD,IN,PRP,VBP,RB,VB,IN,NNS,DT,PRP$,NNS,VBP,JJ,RBR,NNS,TO,DT",2
140,"DT,JJ,NN,VBZ,DT,JJ,NN,IN,NNP,IN,NNP,JJ,NNS,JJ,NNS,IN,PRP$,DT,NN,VBZ,NN,IN,NN,NNS,IN,NNP,CD,CC,NN,NNS,IN,NNP,CD,EX,VBP,IN,JJ,CD,NNS,IN,NNP,DT,NN,IN,DT,NNS,VBP,DT,JJ,NN,IN,CD,CD,JJ,NNS,CD,CD,DT,NN,VBZ,CD,NNP,IN,NNP,CD,CD,NNS,VBN,CC,VBN,IN,JJ",2
141,"DT,NN,VBD,DT,JJ,NN,NN,IN,DT,NN,IN,NNP,NN,VBD,IN,PRP,VBD,IN,RB,JJ,NN,WRB,NNS,VBD,PRP,VBD,RB,VBD,VBN,CC,JJ,NNS,CC,VBD,IN,DT,NN,WDT,VBD,PRP,VBZ,VBG,NNS,TO,VB,NNS,IN,DT,NNS,VBP,IN,PRP,MD,VB,DT,NN,IN,NNS,TO,VB",2
142,"NNP,NNP,VBD,TO,VB,DT,CC,DT,NNP,PRP,VBD,DT,NN,NN,TO,DT,NNP,NNS,JJ,DT,NN,NN,VBN,TO,VB,TO,DT,CC,DT,JJ,NN,VBD,IN,PRP,TO,VB,PRP,VBZ,DT,JJS,JJ,PRP,VBZ,DT,NN,NN,DT,NN,IN,DT,NN,VBZ,VBG,RBR,CC,RBR,NNP,NNP,VBZ,TO,VB,DT,NNP",2
143,"DT,NN,VBD,VBG,IN,NNP,WRB,NN,VBN,IN,PRP,VBZ,PRP,VBD,DT,PRP,VBD,DT,NN,IN,IN,DT,JJ,CD,DT,NN,VBD,TO,VB,RP,IN,PRP,RB,VBD,DT,PRP,VBZ,PRP,JJS,NNS,VBP,RP,WRB,PRP,VBP,DT,NNS,VBP,CC,PRP,VBP,JJ,CD,NNS,IN,DT,DT,NN,VBZ,PRP,VBD,DT,NN,IN,NN,IN,RB,PRP,VBZ,IN,NNP,CC,NNP,PRP,VBZ,TO,VB,DT",2
144,"IN,DT,JJ,NN,VBD,NNS,IN,DT,NN,IN,PRP,VBD,DT,NN,IN,PRP,IN,DT,NN,VBD,PRP,VBG,DT,NN,IN,PRP,VBD,IN,DT,NN,IN,DT,NN,CC,NN,NNP,VBD,DT,NN,IN,NN,IN,DT,NN,CC,VBG,PRP,VBD,RB,VBN,CC,PRP,VBZ,TO,VB,TO,NN,IN,DT",2
145,"DT,JJ,NNP,NN,VBD,DT,NN,IN,DT,JJ,PRP,VBD,DT,JJ,NN,IN,DT,NNP,TO,VB,PRP,VBD,DT,NN,CC,RB,VBD,IN,PRP,VBD,RB,IN,PRP,VBD,IN,PRP,VBD,DT,RB,PRP,VBD,IN,WP,PRP,VBZ,PRP,VBZ,IN,DT,NNS,MD,VB,DT,RB,PRP,VBZ,TO,VB,DT,JJ,NNS,RB,IN,PRP,MD,VB,IN,DT,NN,IN,DT,CD,DT,NN,VBZ,IN,PRP,VBD,NNS,TO,VB,IN,WP,PRP,VBP",2
146,"NNS,IN,NNP,VBD,DT,JJ,PRP,VBZ,RB,PRP,VBD,PRP,IN,PRP,VBD,RB,VB,TO,VB,VBN,IN,DT,JJ,PRP,VBZ,DT,PRP,VBD,CD,PRP,VBZ,RB,DT,NN,IN,CD,IN,DT,RBS,JJ,NN,IN,NNPS,VBP,IN,PRP,VBZ,DT,NN,IN,NNP,PRP,VBD,NNP,IN,CD,NNS,IN,CD,NNS,NNPS,MD,VB,DT,NNS,IN,DT,NN,RB,CC,VB,PRP,IN,DT,NNP,NN,IN,DT,JJ,JJ,NN,VBD,DT",2
147,"IN,NN,NNS,VBD,DT,JJ,NN,NNP,DT,NNP,NNP,TO,VB,PRP,VBD,PRP,CD,NNS,TO,VB,DT,JJ,NN,IN,DT,JJ,JJ,NNP,VBD,TO,NNP,NNP,IN,NNP,CC,NNS,CC,NNS,VBD,JJ,TO,VB,DT,NNP,NNP,RB,VBD,TO,VB,RP,NN",2
148,"NNS,IN,DT,JJ,NN,VBD,VBN,WRB,PRP$,NN,NN,VBD,PRP,VBD,DT,NN,WRB,DT,CC,IN,DT,NN,VBD,PRP,VBD,RB,VBN,IN,DT,NN,VBD,PRP,VBD,JJ,IN,IN,NN,WDT,VBD,VBN,TO,VB,DT,NN",2
149,"IN,DT,NNP,NNP,IN,DT,DT,JJ,NNP,NN,VBZ,DT,JJ,NN,TO,CD,JJ,NN,DT,NN,NN,CC,VB,DT,RB,DT,NN,VBD,VBN,IN,NNP,CC,NNS,VBD,RB,IN,PRP$,NN,VBD,DT,NN,VBZ,DT,JJ,NN,TO,NNS,IN,DT,NN,WDT,VB,TO,VB,CC,VB,PRP,RB,VBZ,DT,NN,IN,IN,DT,NN,VBZ,VBN,IN,JJ,NN,NNS,PRP,VBD,VB,NN,IN,NN,CC",2
150,"EX,VBZ,DT,NN,NN,IN,NNS,CC,NNS,IN,PRP,VBZ,JJ,NNS,IN,NN,IN,PRP$,NN,MD,VBP,DT,VBP,JJ,VBP,IN,DT,CC,VBP,VB,NN,NNS,IN,DT,JJ,DT,NN,NN,VBD,IN,IN,PRP,VBP,DT,PRP,VBP,TO,VB,IN,PRP,MD,VB,PRP,IN,VB,CC,VBD,PRP,DT,VBZ,JJR,IN,DT,NN,IN,DT,JJ,NNS,CC,NNS,VBP,RB,DT,NN,NNS,IN,CD,NNP",2
151,"DT,NN,VBD,DT,JJ,NN,IN,PRP,VBD,DT,VBG,NN,IN,DT,EX,VBD,CD,NNS,RB,CC,DT,NN,VBD,DT,NN,DT,NN,IN,NNS,VBD,CC,DT,NN,IN,DT,NNS,VBD,IN,JJ,IN,DT,NNS,VBD,IN,DT,DT,VBG,NN,VBD,RB",2
152,"DT,NN,VBD,IN,DT,NN,IN,DT,NN,IN,NNS,PRP,VBD,RB,IN,DT,NN,IN,DT,NN,VBD,DT,NN,WRB,PRP,VBD,TO,DT,NN,RB,VBD,IN,DT,NN,CC,NN,IN,DT,PRP,VBD,RB,IN,VBN,IN,DT,DT,NN,RB,VBD,VBN,IN,DT",2
153,"DT,JJ,NN,VBD,NNS,WP,VBD,IN,PRP,VBD,DT,NN,VBZ,CD,NNS,PRP,VBZ,DT,JJS,JJ,NN,TO,VB,JJ,NNS,VBD,TO,VB,IN,NNS,VBP,RB,RB,JJ,NNS,IN,NNP,CC,DT,NNS,VBD,DT,NNS,WRB,DT,NN,VBD,IN,NN,IN,DT,PRP,VBD,DT,NN,IN,NNP,PRP,VB,WRB,DT,NNS,VBP,CD,NN,VBZ,IN,DT,NNS,VBP,VBN,IN,IN,JJ,NNS,CC,JJ",2
154,"NNP,NN,VBG,NN,VBD,IN,NNP,NN,IN,NNS,VBN,IN,JJ,NN,JJ,NN,VBD,DT,NN,IN,DT,CD,NNS,IN,CD,VBD,JJ,NNS,IN,DT,NN,VBN,IN,DT,NN,DT,NN,VBD,CD,NNS,CC,CD,NNS,TO,VB,DT,NNS,IN,RB,TO,DT,NN,IN,NNS,VBD,DT,JJS,NNS,IN,DT,NNS,IN,DT",2
155,"DT,NN,IN,NNP,VBZ,DT,JJS,JJ,NN,IN,DT,PRP$,NN,VBZ,NNP,CC,PRP,VBZ,DT,NNP,PRP$,NNS,VBD,IN,PRP,MD,VB,CD,NNS,CC,PRP,VBD,TO,DT,NN,IN,DT,NN,IN,CD,PRP,VBZ,RB,IN,CD,NNS,CC,CD,NNS,DT,NN,VBZ,CC,DT,NN,VBD,IN,PRP,MD,RB,VB,DT,NN",2
156,"NNP,VBZ,DT,JJ,NN,IN,NNS,CC,NNS,VBD,VBG,PRP,WRB,EX,VBD,DT,DT,NN,VBD,DT,CC,DT,NN,IN,JJ,CC,JJ,VBD,DT,DT,NN,VBD,IN,JJS,JJ,CD,NNS,VBD,TO,NN,IN,NN",2
157,"DT,NN,VBZ,IN,DT,NN,PRP,VBZ,VBN,NN,RB,PRP,VBN,PRP$,NN,TO,VB,RP,DT,DT,NN,VBZ,CD,CC,PRP,VBZ,RB,VBN,TO,VB,RB,JJ,DT,JJ,NN,VBZ,DT,RB,JJ,PRP,VBD,IN,PRP,NNS,VBG,NNS,NN,CC,PRP,VBZ,IN,DT,NN,NN,PRP,VBZ,IN,DT,NN,IN,DT,NNS,VBZ,IN,NN,TO,PRP,RB,VBZ,PRP,JJ,IN",2
158,"IN,DT,NN,IN,DT,NN,IN,NNP,VBD,IN,DT,DT,VBD,DT,NN,IN,DT,IN,DT,JJ,JJ,DT,NN,NNS,VBP,IN,DT,NN,MD,VB,DT,NNP,NNP,NN,IN,DT,NN,JJ,NN,CC,VB,RB",2
159,"DT,JJ,NN,VBD,IN,DT,NN,IN,DT,JJ,NNS,VBD,PRP,RB,VBD,IN,PRP,MD,RB,VB,IN,DT,NNS,VBD,TO,VB,PRP,VBG,DT,NN,VBD,VBN,RB,IN,DT,JJ,NNS,VBP,RB,PRP,VBP,RBR,JJ,IN,JJ,PRP,VBP,CD,IN,DT,RBS,RB,JJ,NNS,IN,DT,NN,VBD,RB,IN,CD,CC,DT,JJ,NNS,IN,NN,CC,PRP,VBD,RB,CD,CC,JJ,NNS,MD,VB,JJ",2
160,"DT,NN,VBZ,IN,NNP,NNP,WP,VBD,DT,NN,PRP,VBD,IN,DT,NN,IN,NNP,IN,CD,PRP,VBZ,IN,PRP,VBD,RB,JJ,IN,DT,JJ,PRP,VBD,PRP$,JJ,NN,VBG,DT,NNS,VBP,IN,PRP,VBZ,RB,CC,IN,PRP,VBD,PRP,VB,DT,NN,VBD,VBN,IN,DT,PRP,VBZ,JJ,IN,PRP$,CC,PRP,VBZ,VBG,PRP,VBZ,DT,JJ,NN",2
161,"NNS,VBD,DT,JJ,NN,IN,DT,NN,NN,NN,IN,NNP,RB,IN,DT,PRP,VBD,IN,PRP,VBD,RB,JJ,NN,IN,PRP,VBD,PRP,RB,IN,PRP,VBD,DT,CD,NNS,VBP,VBN,PRP,VBD,RP,IN,PRP,VBD,DT,JJ,CC,IN,PRP,VBZ,VBG,IN,NN,IN,IN,DT,NNS,VBP,IN,PRP,VBP,RB",2
162,"DT,NN,VBD,DT,PRP,VBZ,DT,NN,WDT,VBZ,DT,NN,VBZ,DT,NN,TO,VB,IN,NNS,IN,NNS,VBP,RBR,JJ,IN,NNS,DT,NN,VBZ,NNS,IN,DT,JJ,DT,NN,VBZ,TO,JJ,NNS,JJ,CD,CC,CD,JJ,NNS,VBD,PRP,VBD,RB,VBN,IN,JJ,NNS,CC,IN,NNP,NNS,NNS,WDT,VBP,JJR,IN,CD",2
163,"DT,JJ,NN,VBD,PRP$,JJ,DT,NN,VBZ,DT,JJS,NN,IN,PRP,VBZ,IN,CD,CD,NNS,IN,DT,NN,VBD,PRP$,TO,DT,NN,CC,PRP,VBD,PRP$,NN,IN,NNS,MD,VB,DT,NN,IN,DT,NN,IN,DT,NN,IN,DT,NNS,VBD,JJ,NNS,IN,NN,CC,CC,NN,NNS,NN,PRP,DT,NN,VBZ,CD,RB,CD,IN,DT,JJ",2
164,"NNP,VBD,DT,NN,IN,NNP,NNP,IN,NNP,DT,JJ,NN,VBD,NN,IN,NNP,NNS,MD,VB,JJ,CC,JJ,JJ,JJ,IN,JJ,NNS,VBD,NNP,NNP,TO,VB,DT,NNP,NNP,IN,NN,IN,DT,NNS,IN,NNS,IN,PRP,VBD,DT,NN,IN,DT,PRP,RB,VBD,DT,NN,IN,WDT,PRP,VBD,IN,JJ,NN,TO,VB",2
165,"DT,JJ,NN,IN,DT,NNP,VBD,DT,NN,IN,VBD,DT,NN,IN,DT,NNP,VBD,VBN,IN,CD,NNS,CC,CD,PRP,VBD,NNS,IN,DT,DT,NN,VBD,VBN,TO,DT,NN,IN,EX,VBD,NNS,IN,VBD,CC,NNS,IN,VBD,IN,IN,DT,NN,IN,PRP$,DT,VBD,RB,JJ,IN,DT,NNS,TO,DT,JJ,NN,IN,DT,JJ,PRP,VBD,DT,JJ,NN,IN,CD,IN,DT,NNS,VBD,IN,DT,NN,VBD,RB,DT,RBS,JJ,NN,VBD,DT,NN,IN,DT,CD,IN,DT,NNS,VBD,IN,DT,NN,MD,VB,NNP,VBD,DT,NN,CD,NNS,IN,DT,PRP,VBZ,RB,IN,DT,NN,IN,DT,JJ,NN,NNS,VBP,IN,PRP,MD,VB,DT,JJ,CC,JJ,NN",2
166,"IN,PRP,VBD,RP,IN,DT,JJ,NN,VBD,RB,IN,DT,NNP,NNP,IN,CD,IN,PRP,VBD,DT,JJ,NN,PRP,VBD,NNS,TO,VB,RP,DT,NN,IN,DT,NN,VBD,JJ,NNS,VBN,IN,WRB,PRP,VBD,IN,DT,NNP,CC,PRP,VBD,RB,VB,WRB,DT,NN,VBD,TO,NN,IN,PRP,VBD,TO,DT,NN,VBD,RB,TO,PRP$,CC,VBD,PRP$,IN,PRP,VBD",2
167,"NNS,IN,DT,NN,IN,DT,NNP,VBD,DT,IN,DT,NNS,DT,NNS,VBP,DT,CC,DT,JJ,VBD,DT,DT,NN,NN,VBD,NN,IN,DT,JJ,NN,DT,NN,VBZ,TO,VB,JJR,NN,IN,DT,NN,VBZ,VBN,TO,IN,CD,NNS,IN,IN,CD,CC,PRP,VBZ,IN,CD,CD,NNS,DT",2
168,"IN,DT,NN,IN,JJ,NNS,VBD,CC,IN,CD,VBD,DT,NN,VBD,NN,IN,DT,NN,RB,IN,DT,NN,VBD,DT,NN,VBD,DT,NNS,IN,NN,IN,DT,NNP,NNP,PRP,VBZ,NNS,VBG,IN,NN,IN,VBG,DT,JJ",2
169,"IN,DT,NN,CC,NN,VBD,IN,DT,CC,DT,NN,IN,NN,VBD,DT,IN,DT,JJ,DT,NN,NN,VBD,DT,NN,NN,IN,DT,NN,CC,VBD,PRP,PRP,VBD,TO,VB,WP,VBD,IN,PRP,VBD,PRP,CC,VBD,DT,JJ,NN,IN,DT,NN,IN,DT,JJ,NN,NN,IN,DT,VBZ,DT,NN,IN,DT,DT,NN,VBZ,IN,DT,NN,VBZ,RB,JJ,TO,VB,CC,DT,NN,VBP,RB,VBG,IN,DT",2
170,"DT,NN,IN,NNS,VBD,DT,NN,IN,DT,DT,NN,VBZ,WRB,PRP,VBD,CC,DT,JJ,NN,VBD,DT,JJ,NN,VBD,VBN,TO,DT,JJ,DT,NN,VBD,RB,VBN,TO,DT,JJ,NN,CC,VBN,IN,DT,DT,NN,VBD,TO,IN,JJS,CD,NNS,CC,PRP,VBD,TO,VB,RP,RB,IN,CD,DT,JJ,NNS,RB,VBD,PRP$",2
171,"IN,DT,NN,IN,NNS,IN,NNS,CC,PRP$,NNS,VBD,TO,NNP,NN,VBZ,DT,NN,CC,NN,IN,DT,IN,DT,NN,VBD,TO,VB,DT,NN,VBD,CD,NNP,CC,VBG,NN,VBZ,RB,VB,NN,IN,NNS,VBN,JJ,JJ,IN,DT,NNS,MD,NN",2
172,"JJS,NNS,VB,CC,CD,NN,IN,NNP,VBZ,DT,PRP,VBZ,DT,NN,NN,WDT,VBZ,PRP,DT,PRP,VBZ,RB,CD,JJ,NN,IN,DT,CC,CD,NN,IN,PRP,VBZ,IN,NNS,VBP,NN,NNS,CC,NN,IN,JJ,NN,TO,VB,DT,NN,IN,DT,JJ,NNS,VBP,NN,IN,DT,NNS,IN,PRP$,NN,DT,NN,WRB,VBZ,DT,NN,VBZ,JJ,IN,PRP$,NN,NN",2
173,"PRP,MD,VB,CC,DT,NN,IN,NNP,RB,VBZ,TO,DT,NN,VBD,DT,NNS,WRB,PRP,VBD,CC,VBD,IN,DT,NN,CC,VBD,TO,RB,RB,DT,JJ,NN,VBD,VBG,DT,NN,IN,PRP$,DT,NN,VBZ,VBG,CC,NNS,VBP,VBG,JJS,NNS,VBP,RB,VBN,DT,NN,IN,DT,DT,NN,VBZ,PRP,JJ,CC,PRP,VBZ,NN,TO,DT",2
174,"NN,NNS,VBD,DT,NN,NN,RB,CC,VBD,PRP,VBD,VBG,TO,VB,IN,DT,NN,IN,DT,NNS,VBD,PRP,TO,DT,NN,PRP,VBD,CC,JJ,IN,NNS,VBD,PRP,NN,CC,CC,PRP,VBD,RB,PRP,MD,RB,VB,DT,JJ,NN,IN,DT,NN",2
175,"DT,NN,NN,IN,DT,NN,NN,IN,DT,NN,IN,VBG,TO,DT,EX,VBP,IN,JJS,CD,JJ,IN,DT,JJ,JJ,NNP,VBD,DT,NN,NN,CC,DT,JJ,JJ,PRP,VBD,RB,VB,NN,CC,PRP,VBP,VBG,IN,DT,JJ,NNP,NNP,VBD,IN,DT,NN,VBZ,VBG,NN,IN,PRP$,NN,TO,VB,RP,WP,PRP,RB,VBD,IN,DT,JJ,VB,JJ,CC,JJ,TO,VB,DT,NN,VBD,IN,JJ,JJ,NNS,IN,NNP,CC,DT,NNP",2
176,"DT,NN,VBZ,IN,PRP$,NN,CC,VBZ,NNS,IN,PRP,RB,VBZ,DT,NNS,RB,TO,VB,DT,NN,PRP$,NNS,VBP,PRP,VBZ,VBZ,JJ,CC,PRP,VBZ,IN,PRP$,JJ,NN,VBD,IN,PRP,VBD,TO,VB,CC,PRP,VBD,NN,TO,VB,PRP,VBD,PRP$,NN,CC,VBD,DT,NN,IN,PRP,VBD,RB,IN,PRP,VBD,DT,NN,IN,DT,NN,VBZ,WDT,NNS,VBP,NNS,IN,PRP$,PRP,VBZ,WDT,WDT,VBZ,RB,PRP,VBZ,PRP$,NNS,TO,VB,DT,NN,WDT,NNS,VBP,RB,WP,PRP,VBP,IN,IN,DT",2
177,"DT,JJ,NN,NNS,VBP,NN,VB,DT,JJ,NNP,NNP,PRP,VBD,CD,NN,NNS,IN,PRP$,NN,IN,CD,PRP,VBZ,IN",2
178,"NNP,DT,JJ,NN,VBD,NNS,IN,DT,RB,IN,CD,NNS,VBD,IN,PRP,VBP,PRP,VBD,CD,NN,VBD,DT,NNP,NNP,IN,WDT,VBZ,RB,JJ,NNS,IN,NN,VBD,DT,NN,IN,DT,NN,IN,NNS,DT,WP,VBD,DT,VBD,PRP$,NN,DT,VBN,NN,IN,PRP,VBD,DT,NN,IN,DT,NN,CC,VBD,RP,WP,PRP,DT,NN,IN,DT,NN,VBD,DT,NN,NNP,JJ,NN,WP,VBD,TO,VB,IN,DT,JJ,NN,IN,DT,NN,VBD,PRP,IN,NNP,NNP,NNP,IN,NNP",2
179,"CD,WP,VBP,VBN,IN,NNP,NNP,VBP,VBN,DT,NN,IN,PRP,VBZ,RB,VBN,PRP,VBD,DT,JJ,NN,TO,VB,DT,NN,WRB,CD,IN,PRP,VBD,RB,PRP,VBD,VBN,IN,PRP$,NN,CC,DT,CD,VBP,DT,JJ,NN,NN,WDT,VBZ,IN,CD,NNS,IN,PRP,VBP,VBN,JJ,NNS,IN,JJ,NN,IN,NN,NN,NNS,CC,NN,DT,NNS,VBP,VBN,VBG,DT,IN,DT,JJ,CD",2
180,"DT,NN,NN,IN,NNP,NNP,VBZ,JJ,TO,VB,PRP,VBD,VBG,IN,PRP$,NN,VBD,WRB,DT,NN,NN,VBD,DT,JJ,NN,CC,VBD,DT,EX,VBD,DT,NNS,IN,DT,NN,IN,DT,NN,IN,DT,DT,NN,VBD,RB,NNS,CC,DT,NNS,VBD,VBN,TO,NNP,VBP,IN,DT,NN,NN,VBD,RB,VBN,IN,DT",2
181,"DT,NN,VBD,VBG,TO,VB,IN,DT,CC,PRP,VBD,IN,DT,PRP,VBD,IN,DT,JJ,NN,CC,NN,VBD,PRP,IN,CD,JJ,NNS,VBD,RB,DT,NN,CC,VBD,PRP,VBZ,JJ,IN,DT,NN,VBD,VBN,IN,DT,DT,NNP,CC,NNP,VBP,VBG,DT",2
182,"DT,JJ,NN,VBD,NN,CC,NNS,VBD,PRP$,RB,PRP$,NN,VBZ,DT,NN,IN,VBG,NN,TO,PRP$,DT,NN,VBZ,IN,PRP$,NN,VBZ,JJR,CC,IN,JJR,IN,PRP,VBZ,IN,PRP,VBZ,RB,VB,IN,JJ,JJ,NNS,VBP,VBN,DT,NN,CC,IN,DT,JJR,NNS,VBP,PRP,TO,VB,PRP$,NNP,VBZ,RB,JJ,VBG,TO,JJ,NN,IN,DT,NNP,WDT,VBZ,IN,NNS,VB,NNS,VB,IN,PRP,VB,IN,PRP,VBZ,JJ,IN",2
183,"CD,NN,NN,VBD,VBN,IN,PRP$,IN,PRP,VBP,VBG,VBN,IN,DT,NN,NN,DT,CD,JJ,NNS,CC,PRP$,JJR,NN,VBP,VBG,DT,JJ,NN,IN,PRP$,JJ,NN,PRP,VBP,DT,NN,IN,PRP$,NN,NNS,CC,DT,NN,VBP,VBG,DT,NN,IN,NN,CC,VBG,PRP$,NN,IN,PRP,VBP,RB,JJ,CC,PRP,VBP,VBN,NNS,IN,DT,NN,NN,IN,NNP,CC,PRP,VB,DT,NN,CC,NNS,DT,NN,VBP,VBN,TO,VB,VBN,IN,PRP$,NNS",2
184,"IN,DT,NNP,NNP,IN,EX,VBD,RB,JJ,DT,VBD,DT,NN,IN,DT,NNS,VBP,DT,IN,DT,NNS,CC,RB,PRP,VBD,NN,TO,JJ,NNS,VBD,CD,CC,PRP,VBP,TO,VB,PRP$,NNS,PRP,VBD,DT,NNS,VBP,NNS,CC,VBD,PRP,TO,JJ,PRP,MD,VB,DT,NNS,IN,DT,JJ,NN,NNS,VBP",2
185,"DT,JJ,NN,VBD,DT,JJ,NN,DT,NN,VBZ,CD,DT,NN,VBZ,CC,PRP,VBZ,DT,NNP,NNP,IN,DT,JJ,JJ,DT,CD,NNS,IN,PRP,VBP,VBN,IN,DT,DT,NN,VBZ,TO,VB,VB,PRP,CC,VB,PRP,IN,IN,PRP,VBZ,RB,PRP,VBZ,JJ,NNS,CC,DT,NNS,VBP,DT,NN,RB,VBZ,TO,VB,DT,NN,IN,DT,NNP",2
186,"IN,NN,CC,NNS,VBN,IN,DT,NN,IN,DT,JJ,NNS,VBP,VBN,VBG,RB,IN,IN,DT,NN,IN,PRP,VBP,JJ,NNP,VBD,DT,NNS,IN,JJ,CC,JJ,NNS,IN,PRP$,NN,NNS,TO,VB,IN,DT,NN,IN,PDT,CD,NN,VBD,NN,CC,VBD,PRP$",2
187,"DT,JJ,NN,PRP,VBZ,DT,JJ,NN,IN,DT,JJ,NN,VBZ,IN,NNP,CC,PRP,MD,VB,DT,JJS,JJ,NN,PRP,VBZ,IN,DT,NN,IN,NN,CC,PRP,VBZ,VBN,VBG,IN,PRP,VBD,RB,CD,NNS,DT,NN,WRB,JJS,IN,PRP,RB,VB,IN,DT,PRP,VBZ,RP,DT,NNS,CC,NNS,IN,NNS,IN,PRP$",2
188,"IN,NNS,VBD,VBG,IN,DT,NN,WRB,DT,NN,VBD,RP,IN,CD,NN,VBD,PRP,IN,DT,JJ,NN,IN,JJ,NNS,CC,VBD,NNS,VBN,TO,VB,DT,RB,VBD,CD,IN,DT,NNP,NNPS,VBD,IN,PRP$,NN,NNS,VBP,VBG,IN,WRB,TO,JJ,DT,NN,VBD,RB,VB,WDT,VBD,DT",2
189,"DT,RB,RB,RB,NN,VBD,VBN,IN,PRP,VBZ,DT,DT,NN,CC,DT,JJ,DT,NN,VBZ,DT,NN,WRB,NN,VBZ,VBN,RB,VBG,NN,CC,RB,DT,JJ,NNS,VBP,VBN,CC,CD,NN,VBD,IN,DT,RBS,JJ,NN,VBD,DT,PRP,VBD,IN,DT,NN,MD,VB,VBG,IN,IN,DT,JJ,NNS,VBD,DT,CC,PRP,VBD,CD,NNS,TO,DT,NN,VBD,VBN,TO,DT,NN,JJ",2
190,"DT,JJ,NN,VBD,VBG,RB,RB,IN,DT,NN,WRB,PRP,VBD,DT,PRP,VBD,RP,PRP$,NN,CC,VBD,IN,PRP,VBD,IN,PRP$,NN,DT,NN,VB,IN,DT,NN,VBD,PRP,VBD,IN,PRP,VBD,IN,DT,IN,DT,NN,VBD,DT,NN,IN,DT,JJ,NNS,VBD,IN,PRP,VBD,DT",2
